@relation BOOKKEEPER-Training-1

@attribute LOC numeric
@attribute NumParameters numeric
@attribute NumAuthors numeric
@attribute NumRevisions numeric
@attribute TotalStmtAdded numeric
@attribute TotalStmtDeleted numeric
@attribute NumBranches numeric
@attribute NestingDepth numeric
@attribute NumLocalVariables numeric
@attribute MaxChurn numeric
@attribute AvgChurn numeric
@attribute HasFixHistory numeric
@attribute IsBuggy {no,yes}

@data
1,0,1,1,1,0,0,0,0,0,1,1,no
4,0,1,1,4,0,1,2,0,0,4,4,no
5,0,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,1,1,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,1,1,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,1,1,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
8,0,1,1,8,0,2,2,0,0,8,8,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
9,0,1,1,9,0,5,3,0,0,9,9,no
2,2,2,2,2,0,0,0,0,0,2,1,no
2,2,1,1,2,0,0,0,0,0,2,2,no
2,2,1,1,2,0,0,0,0,0,2,2,no
2,0,1,1,2,0,0,0,0,0,2,2,no
0,0,1,1,0,0,0,0,0,0,0,0,no
5,1,1,1,5,0,2,1,0,0,5,5,no
10,2,1,1,10,0,2,1,0,0,10,10,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,2,1,1,3,0,0,0,0,0,3,3,no
8,1,1,1,8,0,2,1,0,0,8,8,no
5,1,1,1,5,0,1,1,0,0,5,5,no
0,0,1,1,0,0,0,0,0,0,0,0,no
0,0,1,1,0,0,0,0,0,0,0,0,no
0,0,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,0,1,1,0,0,0,0,0,0,0,0,no
0,6,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,0,1,1,1,0,0,0,0,0,1,1,no
2,1,1,1,2,0,1,1,0,0,2,2,no
2,6,1,1,2,0,0,0,0,0,2,2,no
3,2,1,1,3,0,1,1,0,0,3,3,no
1,1,1,1,1,0,0,0,0,0,1,1,no
3,1,1,1,3,0,1,1,0,0,3,3,yes
1,3,1,1,1,0,0,0,0,0,1,1,no
10,0,1,1,10,0,3,3,0,0,10,10,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
7,0,1,1,7,0,2,2,0,0,7,7,yes
11,4,2,2,11,0,4,1,0,0,9,5.5,no
4,1,1,1,4,0,1,1,0,0,4,4,no
2,2,1,1,2,0,0,0,0,0,2,2,no
2,0,1,1,2,0,0,0,0,0,2,2,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
7,0,1,1,7,0,1,1,0,0,7,7,no
14,2,1,1,14,0,2,1,0,0,14,14,no
3,2,1,1,3,0,1,1,0,0,3,3,no
0,2,1,1,0,0,0,0,0,0,0,0,no
8,0,1,1,8,0,2,1,0,0,8,8,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
6,0,1,1,6,0,0,0,0,0,6,6,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
11,2,1,1,11,0,1,1,0,0,11,11,no
1,2,1,1,1,0,0,0,0,0,1,1,no
4,2,1,1,4,0,1,1,0,0,4,4,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
5,2,1,1,5,0,1,1,0,0,5,5,no
0,2,1,1,0,0,0,0,0,0,0,0,no
13,2,1,1,13,0,1,1,0,0,13,13,yes
1,2,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,yes
4,1,1,1,4,0,1,1,0,0,4,4,no
33,2,1,1,33,0,4,2,0,0,33,33,yes
1,2,1,1,1,0,0,0,0,0,1,1,yes
13,2,1,1,13,0,2,1,0,0,13,13,yes
15,2,1,1,15,0,1,1,0,0,15,15,yes
1,2,1,1,1,0,0,0,0,0,1,1,no
2,2,1,1,2,0,0,0,0,0,2,2,yes
16,1,2,2,16,0,3,3,0,0,14,8,no
4,2,1,1,4,0,1,1,0,0,4,4,no
1,2,1,1,1,0,0,0,0,0,1,1,no
11,0,3,3,11,0,3,2,0,0,6,3.666667,no
2,1,2,2,2,0,1,1,0,0,2,1,no
10,0,1,1,10,0,2,3,0,0,10,10,no
7,4,1,1,7,0,0,0,0,0,7,7,no
11,2,1,1,11,0,2,1,0,0,11,11,no
20,0,2,2,20,0,7,2,0,0,18,10,no
1,2,1,1,1,0,0,0,0,0,1,1,no
20,0,1,1,20,0,2,2,0,0,20,20,no
3,3,2,2,3,0,0,0,0,0,3,1.5,no
17,1,1,1,17,0,4,3,0,0,17,17,no
9,0,1,1,9,0,1,1,0,0,9,9,no
8,2,1,1,8,0,2,2,0,0,8,8,no
2,2,1,1,2,0,1,1,0,0,2,2,no
10,2,1,1,10,0,3,3,0,0,10,10,no
6,1,1,1,6,0,2,2,0,0,6,6,no
3,2,1,1,3,0,0,0,0,0,3,3,no
5,3,1,1,5,0,1,1,0,0,5,5,no
11,2,1,1,11,0,2,1,0,0,11,11,no
5,0,1,1,8,0,1,1,0,0,8,8,no
53,3,1,1,53,0,9,3,0,0,53,53,yes
8,3,1,1,33,0,1,1,0,0,33,33,yes
31,4,1,1,18,0,6,3,0,0,18,18,yes
9,1,1,1,9,0,2,2,0,0,9,9,no
1,1,1,1,1,0,0,0,0,0,1,1,no
0,2,1,1,0,0,0,0,0,0,0,0,no
13,2,1,1,13,0,4,4,0,0,13,13,no
4,1,1,1,4,0,1,1,0,0,4,4,no
1,3,1,1,1,0,0,0,0,0,1,1,no
11,4,2,2,11,0,2,1,0,0,11,5.5,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
0,3,1,1,0,0,0,0,0,0,0,0,no
1,1,1,1,1,0,0,0,0,0,1,1,no
25,0,1,1,25,0,4,2,0,0,25,25,no
17,5,1,1,17,0,3,2,0,0,17,17,no
5,4,1,1,5,0,1,1,0,0,5,5,no
26,2,2,2,26,0,4,2,0,0,26,13,no
37,3,1,1,37,0,5,2,0,0,37,37,no
23,2,1,1,23,0,4,1,0,0,23,23,no
18,3,1,1,18,0,4,1,0,0,18,18,yes
11,4,1,1,11,0,1,1,0,0,11,11,no
6,4,1,1,6,0,1,1,0,0,6,6,no
1,3,1,1,1,0,0,0,0,0,1,1,no
0,1,1,1,0,0,0,0,0,0,0,0,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
5,0,1,1,5,0,1,1,0,0,5,5,no
15,1,1,1,15,0,7,2,0,0,15,15,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,1,1,0,0,3,3,no
9,2,1,1,9,0,3,1,0,0,9,9,no
4,2,1,1,4,0,1,1,0,0,4,4,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,1,1,1,3,0,1,1,0,0,3,3,no
0,0,1,1,0,0,0,0,0,0,0,0,no
5,0,1,1,5,0,1,2,0,0,5,5,no
1,0,1,1,1,0,0,0,0,0,1,1,no
8,1,1,1,8,0,2,1,0,0,8,8,no
13,2,1,1,13,0,2,2,0,0,13,13,no
1,3,1,1,1,0,0,0,0,0,1,1,no
39,1,1,1,39,0,6,4,0,0,39,39,no
6,2,1,1,6,0,1,2,0,0,6,6,no
1,1,1,1,1,0,0,0,0,0,1,1,no
2,1,1,1,2,0,0,0,0,0,2,2,no
2,1,1,1,2,0,0,0,0,0,2,2,no
1,1,1,1,1,0,0,0,0,0,1,1,no
58,7,1,1,58,0,11,5,0,0,58,58,no
0,2,1,1,0,0,0,0,0,0,0,0,no
17,2,1,1,17,0,3,3,0,0,17,17,no
12,0,1,1,12,0,4,4,0,0,12,12,no
2,0,1,1,2,0,0,0,0,0,2,2,no
5,3,1,1,5,0,1,1,0,0,5,5,no
2,4,1,1,2,0,0,0,0,0,2,2,no
9,3,1,1,9,0,3,2,0,0,9,9,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,0,1,1,1,0,0,0,0,0,1,1,yes
2,0,1,1,2,0,0,0,0,0,2,2,yes
1,3,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
2,1,1,1,2,0,0,0,0,0,2,2,no
4,2,1,1,4,0,0,0,0,0,4,4,no
5,2,1,1,5,0,0,0,0,0,5,5,no
2,1,1,1,2,0,1,1,0,0,2,2,no
1,1,1,1,1,0,0,0,0,0,1,1,yes
1,2,1,1,1,0,0,0,0,0,1,1,yes
1,2,1,1,1,0,0,0,0,0,1,1,no
8,0,1,1,8,0,2,3,0,0,8,8,no
1,0,1,1,1,0,0,0,0,0,1,1,yes
10,1,1,1,10,0,1,1,0,0,10,10,no
19,3,1,1,19,0,4,2,0,0,19,19,yes
10,2,1,1,10,0,2,1,0,0,10,10,yes
1,2,1,1,1,0,0,0,0,0,1,1,no
2,2,1,1,2,0,1,1,0,0,2,2,no
3,1,1,1,3,0,1,1,0,0,3,3,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
11,3,1,1,11,0,2,1,0,0,11,11,yes
11,4,1,1,11,0,4,1,0,0,11,11,yes
14,0,1,1,14,0,3,3,0,0,14,14,yes
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
6,1,1,1,6,0,2,1,0,0,6,6,no
11,2,1,1,11,0,3,1,0,0,11,11,no
6,2,1,1,6,0,2,2,0,0,6,6,no
5,3,1,1,5,0,2,1,0,0,5,5,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
5,0,1,1,5,0,0,0,0,0,5,5,no
8,0,1,1,8,0,0,0,0,0,8,8,no
11,0,1,1,11,0,0,0,0,0,11,11,no
3,0,2,2,3,0,0,0,0,0,3,1.5,no
1,0,1,1,1,0,0,0,0,0,1,1,no
17,1,1,1,17,0,4,3,0,0,17,17,no
1,0,1,1,1,0,0,0,0,0,1,1,no
2,0,1,1,2,0,0,0,0,0,2,2,no
8,2,1,1,8,0,2,2,0,0,8,8,no
12,2,1,1,12,0,1,1,0,0,12,12,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
29,2,2,3,29,0,4,2,0,0,29,9.666667,no
9,5,1,1,9,0,1,1,0,0,9,9,no
3,1,1,1,3,0,1,1,0,0,3,3,no
14,2,1,1,14,0,3,2,0,0,14,14,no
1,1,1,1,1,0,0,0,0,0,1,1,no
18,2,1,1,18,0,2,2,0,0,18,18,no
1,2,1,1,1,0,0,0,0,0,1,1,no
6,2,1,1,6,0,1,2,0,0,6,6,no
15,2,1,1,15,0,1,1,0,0,15,15,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
8,1,1,1,8,0,0,0,0,0,8,8,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,3,1,1,1,0,0,0,0,0,1,1,no
1,5,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,4,1,1,1,0,0,0,0,0,1,1,no
47,3,2,3,47,0,11,4,0,0,47,15.666667,no
43,0,1,1,3,0,11,4,0,0,3,3,no
28,2,1,1,2,0,7,3,0,0,2,2,no
14,5,1,1,14,0,3,1,0,0,14,14,no
3,2,1,1,3,0,1,1,0,0,3,3,no
3,2,1,1,2,0,1,1,0,0,2,2,no
16,1,1,1,16,0,3,1,0,0,16,16,no
2,0,2,2,2,0,1,1,0,0,2,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
12,0,1,1,18,0,5,3,0,0,18,18,no
1,2,1,1,1,0,0,0,0,0,1,1,no
19,2,1,1,19,0,3,2,0,0,19,19,no
3,2,1,1,4,0,0,0,0,0,4,4,no
3,4,1,1,3,0,1,1,0,0,3,3,no
1,3,1,1,1,0,0,0,0,0,1,1,no
4,1,1,2,4,0,1,1,0,0,3,2,no
1,1,1,1,1,0,1,1,0,0,1,1,no
0,3,1,1,0,0,0,0,0,0,0,0,no
1,5,1,1,1,0,0,0,0,0,1,1,no
1,5,1,1,1,0,0,0,0,0,1,1,no
1,4,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,5,1,1,0,0,0,0,0,0,0,0,no
0,5,1,1,0,0,0,0,0,0,0,0,no
0,4,1,1,0,0,0,0,0,0,0,0,no
4,1,1,1,4,0,1,1,0,0,4,4,no
1,5,1,1,1,0,0,0,0,0,1,1,no
1,4,1,1,1,0,0,0,0,0,1,1,no
1,5,1,1,1,0,0,0,0,0,1,1,no
0,1,1,1,0,0,0,0,0,0,0,0,no
5,3,1,1,5,0,1,1,0,0,5,5,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
5,2,1,1,5,0,1,1,0,0,5,5,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,5,1,1,0,0,0,0,0,0,0,0,no
0,5,1,1,0,0,0,0,0,0,0,0,no
0,4,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
47,3,1,1,47,0,10,3,0,0,47,47,no
42,4,1,1,42,0,10,3,0,0,42,42,no
20,5,1,1,20,0,5,2,0,0,20,20,no
2,1,1,1,2,0,1,1,0,0,2,2,no
11,5,1,1,11,0,2,2,0,0,11,11,no
7,4,1,1,7,0,2,2,0,0,7,7,no
11,5,1,1,11,0,2,2,0,0,11,11,no
7,4,1,1,7,0,2,2,0,0,7,7,no
11,4,1,1,11,0,2,2,0,0,11,11,no
7,3,1,1,7,0,2,2,0,0,7,7,no
1,0,1,1,8,0,0,0,0,0,8,8,no
1,1,1,1,1,0,0,0,0,0,1,1,no
32,3,2,2,32,0,2,1,0,0,26,16,no
15,2,2,2,1,0,1,1,0,0,1,0.5,no
1,2,2,2,2,0,0,0,0,0,2,1,no
3,3,1,1,3,0,1,1,0,0,3,3,no
1,4,1,1,1,0,0,0,0,0,1,1,no
1,3,1,1,1,0,0,0,0,0,1,1,no
0,4,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,4,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
4,4,1,1,4,0,1,1,0,0,4,4,no
1,3,1,1,1,0,0,0,0,0,1,1,no
2,4,1,1,2,0,1,1,0,0,2,2,no
11,1,1,1,11,0,5,4,0,0,11,11,no
2,2,1,1,2,0,0,0,0,0,2,2,no
2,2,1,1,2,0,0,0,0,0,2,2,no
22,2,1,1,22,0,3,1,0,0,22,22,no
18,4,1,1,10,0,3,1,0,0,10,10,no
6,3,1,1,5,0,1,1,0,0,5,5,no
1,1,1,1,1,0,0,0,0,0,1,1,no
7,4,1,1,7,0,2,1,0,0,7,7,no
10,0,1,1,10,0,1,1,0,0,10,10,no
5,4,1,1,5,0,1,1,0,0,5,5,no
30,1,1,1,30,0,8,3,0,0,30,30,no
21,5,1,1,22,0,7,3,0,0,22,22,no
4,0,1,1,4,0,1,1,0,0,4,4,no
27,0,1,1,27,0,5,2,0,0,27,27,no
5,3,1,1,5,0,1,1,0,0,5,5,no
16,0,1,1,16,0,4,2,0,0,16,16,no
1,0,1,1,1,0,0,0,0,0,1,1,no
4,0,1,1,4,0,1,1,0,0,4,4,no
26,3,1,1,26,0,4,1,0,0,26,26,no
4,3,1,1,4,0,1,2,0,0,4,4,no
0,3,1,1,0,0,0,0,0,0,0,0,no
4,3,1,1,4,0,1,2,0,0,4,4,no
0,3,1,1,0,0,0,0,0,0,0,0,no
4,4,1,1,4,0,1,2,0,0,4,4,no
0,4,1,1,0,0,0,0,0,0,0,0,no
4,3,1,1,4,0,1,2,0,0,4,4,no
0,3,1,1,0,0,0,0,0,0,0,0,no
4,4,1,1,4,0,1,2,0,0,4,4,no
0,4,1,1,0,0,0,0,0,0,0,0,no
1,1,1,1,1,0,0,0,0,0,1,1,no
2,1,1,1,2,0,0,0,0,0,2,2,no
4,4,1,1,4,0,1,2,0,0,4,4,no
0,4,1,1,0,0,0,0,0,0,0,0,no
4,5,1,1,4,0,1,2,0,0,4,4,no
0,5,1,1,0,0,0,0,0,0,0,0,no
4,5,1,1,4,0,1,2,0,0,4,4,no
0,5,1,1,0,0,0,0,0,0,0,0,no
4,4,1,1,4,0,1,2,0,0,4,4,no
0,4,1,1,0,0,0,0,0,0,0,0,no
4,4,1,1,4,0,1,2,0,0,4,4,no
0,4,1,1,0,0,0,0,0,0,0,0,no
4,3,1,1,4,0,1,2,0,0,4,4,no
0,3,1,1,0,0,0,0,0,0,0,0,no
15,7,1,1,15,0,2,1,0,0,15,15,no
11,4,1,1,4,0,2,1,0,0,4,4,no
3,3,1,1,3,0,0,0,0,0,3,3,no
